Hello World
miles : 528
he : 5676
meet : 396
rushing : 132
few : 132
well-known : 132
blowing : 132
dawn : 132
struggle : 132
arranged : 132
bitter : 132
herself : 924
sick : 132
each : 660
big : 264
go : 396
pillow : 132
queen : 132
before : 264
mater : 132
one's : 132
made : 264
stake : 132
could : 1188
grey : 264
left : 132
evening : 396
painting : 132
man : 132
stood : 924
enjoyed : 132
look : 396
safe : 132
a : 7128
accepting : 132
hour : 132
till : 396
taking : 132
fire : 132
i : 660
arrested : 132
sit : 132
sounded : 132
new : 132
red : 264
days : 132
what : 528
library : 132
returned : 132
gathered : 132
yet : 264
agatha : 660
change : 132
internecine : 132
you'd : 132
stone : 132
by : 660
leaf : 132
same : 132
enough : 132
close : 264
who : 1320
would : 1188
rope : 132
wanting : 132
any : 396
friendship : 132
seldom : 132
everybody : 132
light : 132
had : 3036
trains : 132
be : 1980
think : 264
get : 264
lad's : 132
thursday : 396
scared : 132
far : 264
eager : 264
preferred : 132
cream : 132
bedroom : 132
much : 264
country : 528
and : 10560
infamy : 132
decided : 132
near : 264
weary : 132
i'd : 132
laughed : 132
oak-wood : 132
against : 792
i'm : 132
make : 396
large : 132
wall : 396
does : 132
ignored : 264
shan't : 132
hacked : 132
morel : 528
set : 132
distant : 132
horse : 264
understanding : 132
remarks : 132
through : 132
kneeling : 132
lad : 132
looking-glass : 132
men : 132
fragment : 132
signalling : 132
all : 792
talk : 132
awakened : 132
lay : 132
happening : 132
glory : 132
at : 2244
wooded : 132
as : 1716
finished : 132
still : 396
never : 132
intimacy : 132
great : 132
which : 1056
wooden : 132
ran : 264
gleams : 132
see : 1188
stand : 396
take : 264
there : 1056
an : 660
off : 132
suit : 132
manner : 264
brown : 132
why : 132
dripped : 132
limestone : 132
william : 132
they : 2640
fell : 264
spy : 132
no : 660
rock : 132
matlock : 132
disgusted : 132
of : 7260
help : 132
twisted : 132
timidly : 132
village : 264
given : 132
among : 264
on : 1980
only : 792
watchful : 132
her : 4752
earnestly : 132
appealed : 132
morel's : 132
church : 264
offended : 264
bag : 132
or : 528
hurriedly : 132
loving : 264
row : 132
breathed : 132
managed : 132
sitting : 264
thinking : 132
them : 660
then : 660
will : 132
ought : 396
small : 264
upon : 264
lands : 132
scots : 132
home : 396
bigger : 132
moment : 132
propped : 132
most : 132
easily : 132
click : 132
thought : 528
across : 132
cruel : 132
looking : 396
everybody's : 132
clean : 132
heard : 792
rather : 528
me : 660
flooded : 132
listen : 132
identifying : 132
aren't : 264
crowded : 264
kept : 264
hole : 132
held : 264
beautiful : 132
waited : 132
denied : 132
don't : 264
it's : 132
greet : 132
my : 264
nobbut : 132
plane : 132
midlands : 132
cut : 132
within : 132
hid : 132
last : 528
disgrace : 132
being : 132
deeply : 132
since : 132
him : 1980
every : 132
where : 396
reproduction : 132
innumerable : 132
beloved : 264
subtle : 132
caused : 396
love : 1056
almost : 264
fulfilled : 132
sisters : 132
sky : 132
regularly : 132
squares : 264
level : 132
his : 2376
family : 264
nottinghamshire : 132
when : 924
flowers : 660
mesh : 132
live : 132
returning : 132
fling : 132
midsummer : 132
such : 396
loophole : 132
liked : 132
here : 132
perplexity : 132
embedded : 132
pieces : 132
paul : 2772
mother : 132
sloped : 132
dress : 132
whole : 264
called : 132
violent : 132
this : 396
brakes : 132
greeted : 132
tiny : 396
wan : 132
moon : 132
way : 264
listened : 132
from : 1452
blossom : 132
was : 9108
considered : 132
while : 132
agony : 132
swept : 132
able : 132
anomalous : 132
rise : 132
if : 1320
seemed : 660
below : 132
path : 264
hopeless : 132
between : 528
abstract : 132
is : 396
it : 3828
gives : 132
afternoon : 132
agreement : 132
into : 1584
him--as : 132
loved : 264
arranging : 132
in : 5808
know : 396
human : 132
away : 660
two : 396
twenty : 132
hurt : 132
felt : 924
pin : 396
looked : 396
meadow : 264
wrong : 132
remained : 132
spread : 132
straggling : 132
evenings : 132
ambergate : 132
understand : 132
passed : 132
slipped : 132
knew : 264
knots : 132
its : 264
eyes : 132
strange : 132
exactly : 132
whitewashed : 132
lovely : 132
lifted : 396
virginia : 132
along : 264
glittering : 132
place : 528
alone : 132
excursionists : 132
underneath : 132
cool : 132
books : 132
going : 528
lying : 132
how : 528
under : 132
soul : 264
windows : 132
quiet : 132
became : 264
always : 396
loaf : 132
afraid : 132
hot : 132
conflict : 132
brilliant : 132
own : 264
low : 132
veronese's : 132
deepest : 132
we : 264
face : 132
precipice : 132
sort : 132
god : 264
lies : 132
stayed : 132
insinuations : 132
brought : 132
run : 132
running : 132
flower-garden : 132
exposed : 132
footstep : 132
pinned : 132
worked : 132
caught : 132
hair : 132
dressed : 132
consciousness : 132
come : 264
back : 660
front : 132
young : 132
insults : 132
up : 792
talking : 132
picked : 132
gave : 132
practice : 132
down : 264
upstairs : 132
part : 132
garden : 132
world : 132
afford : 132
keep : 264
to : 9768
hills : 396
both : 132
half : 132
round : 396
must : 264
expectant : 132
after : 264
care : 132
taken : 132
rebelled : 132
purest : 132
sniffed : 132
so : 1188
saved : 132
behind : 264
pale : 264
miriam : 2904
patchwork : 132
that : 2772
rosary : 132
christ : 132
quarried : 132
than : 132
previously : 132
foreign : 132
natural : 132
got : 264
famous : 132
laced : 132
crossing : 132
walking : 396
god's : 264
about : 264
breathing : 132
townlet : 132
strings : 264
well : 132
red-brown : 132
owd : 132
elder : 132
precious : 132
honeysuckle : 132
replied : 132
tree-tops : 132
painfully : 132
too : 396
top : 264
girls : 264
well-developed : 132
thus : 132
strength : 132
wrestling : 132
vehemence : 132
feet : 132
you : 924
avoided : 132
general : 132
downstairs : 132
instantly : 132
anything : 132
touching : 132
parlour : 132
rapture : 132
high : 264
somewhat : 132
bent : 132
out : 528
very : 792
forth : 132
platonic : 132
for : 2112
expanse : 132
lavender-sprigged : 132
house : 132
towards : 132
shrank : 264
beyond : 132
went : 660
stoutly : 132
thy : 264
whence : 132
open : 396
transmitted : 132
ancient : 132
monotony : 132
are : 264
shouldn't : 132
watching : 132
gathering : 132
arm : 264
bathed : 132
flower : 132
insisted : 264
wind : 132
we're : 132
stepping : 132
again : 264
did : 660
fain : 132
sturdy : 132
without : 132
fair : 396
putting : 132
quietly : 132
manor : 264
many : 132
not : 1716
announced : 132
sat : 264
now : 792
satisfaction : 132
jolly : 132
saw : 528
years : 132
tied : 132
some : 396
stair-foot : 132
prayer : 264
might : 264
suddenly : 132
stream : 132
doorway : 132
put : 264
souls : 264
there--folk : 132
jumble : 132
annie's : 132
pulling : 264
wanted : 528
watched : 132
mirror : 132
serpent : 132
attitude : 132
capped : 132
money : 132
want : 396
spray : 132
responsible : 132
let : 792
walked : 132
stoney : 132
speak : 132
beads : 132
chagrin : 132
should : 264
mix : 132
arrange : 132
scorning : 132
fall : 132
annie : 132
crich : 132
ten : 132
old : 264
but : 2112
procure : 132
hated : 132
mother's : 264
wise : 132
bosom : 132
little : 660
show : 132
trifling : 132
fool : 132
worldly : 132
though : 132
been : 792
bicycle : 396
incidents : 132
hear : 132
do--those : 132
bold : 132
were : 1848
turned : 132
cold : 132
died : 132
woman : 264
three : 132
saturday : 132
head : 396
tea-time : 132
self-accusation : 132
except : 132
pains : 132
stable : 132
himself : 132
fingers : 396
food : 132
coiled : 132
beating : 132
doctrine : 132
mary : 132
friend : 132
ever : 132
golden : 132
derbyshire : 132
exposure : 132
call : 264
warm : 264
other : 132
passionate : 132
have : 1056
one : 924
kneeled : 132
calling : 264
push : 132
because : 396
fix : 132
during : 132
full : 132
ate : 132
perfect : 132
passion : 132
fine : 396
office : 132
with : 2904
minutes : 132
desire : 132
tacit : 132
matter : 264
glanced : 132
resented : 132
nearly : 132
came : 396
the : 17160
women : 264
around : 132
tower : 132
quite : 132
lads : 396
pushed : 264
coil : 132
discontinued : 132
their : 924
searched : 132
File name: input/input_25.txt
said : 1716
holding : 132
bright : 132
ceased : 132
time : 396
she : 6336
something : 264
black : 264
arthur : 132
asked : 264
once : 132
forgive : 132
told : 132
he : 4752
meet : 132
he's : 132
masculine : 132
herself : 132
sick : 132
first-prize : 132
go : 660
idea : 132
drove : 132
made : 528
trouble : 396
slightly : 264
could : 264
times : 132
usually : 132
do : 924
tell : 132
grey : 132
demanded : 132
look : 924
may : 264
wrath : 132
a : 5808
wearing : 132
nuisance--here : 132
stool : 132
till : 132
i : 2244
blubbered : 132
red : 264
what : 1056
nothing : 264
having : 132
handsome : 132
body : 132
driving : 132
took : 132
postman : 132
by : 264
dear : 132
long : 264
same : 132
has : 132
hat : 132
who : 132
striking : 132
would : 660
deal : 132
autumn : 132
agate : 132
any : 264
had : 2508
be : 264
think : 264
get : 264
fat : 132
much : 396
and : 3960
baxter : 132
distinguish : 132
coat--or : 132
i'm : 264
thing : 132
hope : 132
room : 132
does : 132
ignored : 132
morel : 924
set : 132
water-colour : 132
landscape : 132
farm : 132
met : 264
snatching : 132
hands : 264
dowdy : 132
showing : 132
men : 264
discipline : 132
all : 396
sketch : 132
screwed : 132
makes : 132
at : 1188
as : 1584
still : 132
moved : 132
never : 132
expected : 132
which : 396
great : 132
see : 528
elbow : 132
take : 132
am : 396
anyone : 132
an : 264
there : 792
suit : 132
castle : 528
why : 264
brimmed : 132
cavalry : 132
they : 792
william : 132
scorn : 132
no : 396
carried : 132
of : 3036
whites : 132
on : 924
idiot : 132
only : 264
her : 3960
intolerable : 132
knife : 132
hears : 132
fetch : 264
ladies : 132
heart : 132
or : 264
done : 264
son : 264
suppose : 132
them : 396
then : 132
will : 528
well--but : 132
shook : 132
thee : 132
different : 132
getting : 264
home : 396
dawes : 264
raised : 132
upsets : 132
thought : 132
looking : 132
rather : 264
me : 1188
kept : 132
specimen--and : 132
willey : 264
don't : 528
it's : 396
unknown : 132
my : 792
walls : 132
louie : 264
earth : 132
meditative : 132
handsome--at : 132
being : 132
sporting : 132
him : 1056
needn't : 132
where : 264
aldershot : 132
eight : 132
almost : 264
more : 396
his : 3432
morel--first : 132
when : 792
perfectly : 132
wonder : 132
train : 264
scornful : 132
such : 264
defiant : 132
dinner : 132
console : 132
paul : 1188
mother : 528
dress : 132
this : 264
jack : 132
from : 660
awful : 132
eagerness : 132
was : 3960
considered : 132
sight : 132
contracted : 132
if : 1056
exhibition : 264
is : 264
those : 132
it : 1848
your : 396
into : 264
rear : 132
know : 924
in : 3960
proportioned--almost : 132
away : 528
two : 396
felt : 264
boxed : 132
looked : 792
proud : 264
worry : 132
understand : 132
knew : 264
its : 132
ready : 132
hung : 132
lick : 132
turning : 132
eyes : 264
pride : 132
strange : 132
seat : 132
movements : 132
lifted : 132
sunshine : 132
awfully : 132
going : 1188
how : 264
soul : 132
dwarfed : 132
wandered : 132
coming : 264
own : 132
face : 396
better--if : 132
sort : 132
common : 396
i've : 264
simple : 132
breakfast : 132
sought : 132
daughter : 132
brought : 132
exclaimed : 264
s'll : 132
noticed : 132
life : 264
ruins : 132
proceeded : 132
irons : 132
lifetime : 132
boss : 132
king's : 132
smith : 132
come : 396
back : 528
front : 132
spiral : 132
fault : 132
seen : 528
young : 264
up : 924
repeated : 132
mount : 132
doesn't : 132
unaware : 132
printed : 132
down : 660
runs : 132
public-house : 132
to : 5148
both : 132
paul's : 132
half : 132
good : 528
round : 132
didn't : 264
affected : 132
after : 396
dragging : 132
dark : 132
taken : 132
evidently : 132
what's : 132
belief : 132
so : 924
white : 132
miriam : 528
that : 1056
several : 132
overseer : 132
got : 264
walking : 132
about : 528
well : 264
replied : 264
drawn : 132
too : 132
derby : 132
well-dressed : 132
girls : 132
chin : 132
promise : 132
you : 3564
bredon : 132
mighty : 132
gaze : 132
praise : 132
certain : 132
blind : 132
leaned : 132
out : 924
very : 132
for : 1848
house : 132
whether : 132
went : 264
are : 396
can't : 132
shouldn't : 132
prizes : 132
damn : 132
did : 1188
again : 132
like : 792
shall : 132
not : 1980
many : 132
measurements : 132
he'll : 132
sat : 396
fretted : 132
prize : 264
saw : 528
cried : 660
some : 264
might : 132
suddenly : 264
put : 132
trying : 132
watched : 132
miner : 132
believed : 132
highly : 132
probably : 132
mind : 132
want : 264
just : 132
let : 396
walked : 132
should : 396
spirit : 132
folded : 132
old : 132
but : 1716
wish : 132
foot : 132
little : 132
finishing : 132
fool : 264
been : 396
though : 132
skin : 132
were : 792
swell : 132
turned : 396
niver : 132
clara : 132
woman : 264
dearest : 132
directly : 132
head : 132
work : 264
goes : 132
letter : 132
shape : 132
sense : 132
cattle : 132
himself : 132
sullen : 132
market : 132
wore : 132
perhaps : 396
friend : 132
warm : 132
other : 132
have : 924
one : 528
ashamed : 132
because : 396
upper : 132
girl : 132
full : 264
during : 132
glass : 132
making : 132
fine : 132
find : 132
job--a : 132
with : 2640
beginning : 132
lip : 132
rich : 132
glanced : 132
resented : 132
the : 6336
came : 792
women : 132
shock : 132
beside : 132
remembered : 132
instead : 132
first : 528
marrow : 132
File name: input/input_17.txt
unbarring : 132
said : 1848
holding : 264
unscrewed : 132
father's : 132
wait : 132
spoke : 132
time : 132
over : 264
she : 3564
began : 396
cage : 132
black : 528
opened : 132
arthur : 528
asked : 528
once : 264
troubled : 132
number : 132
wide : 132
he : 6072
sleep : 132
washing : 132
fetched : 132
few : 396
cleared : 264
bit : 132
junction : 132
borrowed : 132
he's : 264
struggle : 132
arranged : 132
each : 264
underground : 132
big : 264
go : 660
candlelight : 132
chairs : 132
truck : 396
before : 132
made : 264
aid : 132
six : 1056
repeating : 132
she'd : 396
slightly : 132
could : 528
side : 132
grew : 132
tell : 264
do : 132
left : 132
man : 396
stood : 660
look : 264
sang : 132
a : 5940
converted : 132
trundled : 132
o'clock : 528
hour : 264
living : 132
morning : 264
limbs : 264
fire : 264
talked : 132
sank : 264
i : 528
bearers : 132
red : 132
days : 132
room--six : 132
what : 132
haggard : 132
leakage : 132
you'd : 264
by : 132
same : 132
long : 132
has : 132
doctor : 132
who : 132
kiss : 132
would : 396
autumn : 132
puller-off : 132
bank : 132
dead : 132
oval : 132
gleaming : 132
had : 1188
be : 660
get : 396
wheels : 132
wagon : 132
scared : 132
and : 6468
i'd : 132
better : 396
against : 660
doing : 264
seeming : 132
brass : 132
make : 132
straight : 132
wall : 132
room : 264
set : 396
morel : 1848
tried : 132
waist : 132
elmers : 264
business : 132
lad : 132
met : 132
carrying : 132
hands : 132
cottage : 132
coal : 132
men : 924
all : 660
talk : 132
twinkled : 132
registrar : 132
lay : 132
swung : 264
at : 2244
as : 1320
man's : 264
still : 396
candlestick : 132
walter : 132
never : 264
which : 264
great : 528
see : 396
ran : 132
stand : 264
an : 792
there : 792
off : 396
porters : 132
lowered : 132
forget : 132
boy : 396
why : 132
sorrow : 132
peculiar : 132
william : 396
they : 528
fell : 132
no : 660
collar : 264
nine : 132
street : 264
rode : 132
of : 3432
help : 264
village : 132
rang : 132
empty : 132
on : 3300
only : 264
her : 1980
everyone : 132
morel's : 396
wild : 132
or : 132
hold : 132
steps : 264
gas : 132
suppose : 132
bay : 132
spreading : 132
then : 1716
hoped : 132
will : 264
silence : 132
ought : 132
bringing : 132
small : 528
different : 132
home : 396
weighing : 132
express : 132
across : 132
followed : 264
roused : 132
looking : 396
joe : 132
heard : 132
rather : 132
held : 132
stepped : 132
realise : 132
beautiful : 132
waited : 132
landlady : 132
it's : 132
scargill : 132
bloodshot : 132
my : 1452
struggling : 264
telephone : 132
standing : 132
last : 396
monday : 132
him : 924
where : 264
middle : 264
more : 528
his : 3960
when : 264
perfectly : 132
darkness : 132
asking : 132
such : 396
clothes : 132
here : 264
machine : 132
telegram : 264
paul : 1980
mother : 660
settled : 132
called : 396
gently : 132
bridge : 132
mounted : 132
this : 396
lodging : 132
